# Czech Republic Fertility Rates — Eurostat dataset: demo_frate
# Retrieved: 2026-03-28 21:51 UTC
# Source: https://ec.europa.eu/eurostat
year,indicator,age,geo,value
1991,?,Y32,CZ,0.03445
1992,?,Y32,CZ,0.03443
1993,?,Y32,CZ,0.03635
1994,?,Y32,CZ,0.03522
1995,?,Y32,CZ,0.03333
1996,?,Y32,CZ,0.03408
1997,?,Y32,CZ,0.0357
1998,?,Y32,CZ,0.03552
1999,?,Y32,CZ,0.03955
2000,?,Y32,CZ,0.04096
2001,?,Y32,CZ,0.04532
2002,?,Y32,CZ,0.05006
2003,?,Y32,CZ,0.05535
2004,?,Y32,CZ,0.05976
2005,?,Y32,CZ,0.06946
2006,?,Y32,CZ,0.07535
2007,?,Y32,CZ,0.08924
2008,?,Y32,CZ,0.09972
2009,?,Y32,CZ,0.10115
2010,?,Y32,CZ,0.10349
2011,?,Y32,CZ,0.10049
2012,?,Y32,CZ,0.10039
2013,?,Y32,CZ,0.10243
2014,?,Y32,CZ,0.10879
2015,?,Y32,CZ,0.10807
2016,?,Y32,CZ,0.11297
2017,?,Y32,CZ,0.1171
2018,?,Y32,CZ,0.11803
2019,?,Y32,CZ,0.11325
2020,?,Y32,CZ,0.11539
2021,?,Y32,CZ,0.12553
2022,?,Y32,CZ,0.10844
2023,?,Y32,CZ,0.09908
2024,?,Y32,CZ,0.09124
1960,?,Y33,CZ,0.04139
1961,?,Y33,CZ,0.04193
1962,?,Y33,CZ,0.03956
1963,?,Y33,CZ,0.04621
1964,?,Y33,CZ,0.04904
1965,?,Y33,CZ,0.04477
1966,?,Y33,CZ,0.03863
1967,?,Y33,CZ,0.03553
1968,?,Y33,CZ,0.03218
1969,?,Y33,CZ,0.03236
1970,?,Y33,CZ,0.03402
1971,?,Y33,CZ,0.03555
1972,?,Y33,CZ,0.03822
1973,?,Y33,CZ,0.04206
1974,?,Y33,CZ,0.04531
1975,?,Y33,CZ,0.04492
1976,?,Y33,CZ,0.04144
1977,?,Y33,CZ,0.04286
1978,?,Y33,CZ,0.0408
1979,?,Y33,CZ,0.03922
1980,?,Y33,CZ,0.03392
1981,?,Y33,CZ,0.03116
1982,?,Y33,CZ,0.03022
1983,?,Y33,CZ,0.02849
1984,?,Y33,CZ,0.02867
1985,?,Y33,CZ,0.02985
1986,?,Y33,CZ,0.02877
1987,?,Y33,CZ,0.02795
1988,?,Y33,CZ,0.03011
1989,?,Y33,CZ,0.02896
1990,?,Y33,CZ,0.03025
1991,?,Y33,CZ,0.02902
1992,?,Y33,CZ,0.02643
1993,?,Y33,CZ,0.02951
1994,?,Y33,CZ,0.02666
1995,?,Y33,CZ,0.02678
1996,?,Y33,CZ,0.02625
1997,?,Y33,CZ,0.02942
1998,?,Y33,CZ,0.02953
1999,?,Y33,CZ,0.03081
2000,?,Y33,CZ,0.03281
2001,?,Y33,CZ,0.03761
2002,?,Y33,CZ,0.04054
2003,?,Y33,CZ,0.04289
2004,?,Y33,CZ,0.04909
2005,?,Y33,CZ,0.05557
2006,?,Y33,CZ,0.064
2007,?,Y33,CZ,0.07488
2008,?,Y33,CZ,0.08077
2009,?,Y33,CZ,0.08379
2010,?,Y33,CZ,0.08818
2011,?,Y33,CZ,0.08603
2012,?,Y33,CZ,0.08817
2013,?,Y33,CZ,0.08864
2014,?,Y33,CZ,0.0943
2015,?,Y33,CZ,0.09695
2016,?,Y33,CZ,0.10067
2017,?,Y33,CZ,0.10226
2018,?,Y33,CZ,0.10425
2019,?,Y33,CZ,0.10472
2020,?,Y33,CZ,0.10494
2021,?,Y33,CZ,0.11141
2022,?,Y33,CZ,0.09912
2023,?,Y33,CZ,0.08844
2024,?,Y33,CZ,0.08556
1960,?,Y34,CZ,0.03567
1961,?,Y34,CZ,0.03391
1962,?,Y34,CZ,0.03175
1963,?,Y34,CZ,0.03794
1964,?,Y34,CZ,0.0416
1965,?,Y34,CZ,0.03696
1966,?,Y34,CZ,0.0321
1967,?,Y34,CZ,0.02847
1968,?,Y34,CZ,0.02519
1969,?,Y34,CZ,0.02637
1970,?,Y34,CZ,0.02441
1971,?,Y34,CZ,0.02774
1972,?,Y34,CZ,0.03045
1973,?,Y34,CZ,0.03375
1974,?,Y34,CZ,0.03746
1975,?,Y34,CZ,0.03502
1976,?,Y34,CZ,0.03406
1977,?,Y34,CZ,0.03339
1978,?,Y34,CZ,0.03314
1979,?,Y34,CZ,0.03097
1980,?,Y34,CZ,0.02779
1981,?,Y34,CZ,0.02541
1982,?,Y34,CZ,0.02513
1983,?,Y34,CZ,0.02399
1984,?,Y34,CZ,0.02326
1985,?,Y34,CZ,0.02349
1986,?,Y34,CZ,0.02295
1987,?,Y34,CZ,0.02354
1988,?,Y34,CZ,0.02448
1989,?,Y34,CZ,0.02357
1990,?,Y34,CZ,0.02352
1991,?,Y34,CZ,0.02364
1992,?,Y34,CZ,0.02201
1993,?,Y34,CZ,0.02317
1994,?,Y34,CZ,0.02228
1995,?,Y34,CZ,0.02284
1996,?,Y34,CZ,0.02227
1997,?,Y34,CZ,0.02275
1998,?,Y34,CZ,0.0252
1999,?,Y34,CZ,0.02542
2000,?,Y34,CZ,0.02701
2001,?,Y34,CZ,0.02945
2002,?,Y34,CZ,0.03394
2003,?,Y34,CZ,0.03584
2004,?,Y34,CZ,0.0399
2005,?,Y34,CZ,0.04596
2006,?,Y34,CZ,0.05161
2007,?,Y34,CZ,0.06177
2008,?,Y34,CZ,0.0671
2009,?,Y34,CZ,0.06932
2010,?,Y34,CZ,0.07155
2011,?,Y34,CZ,0.07029
2012,?,Y34,CZ,0.07497
2013,?,Y34,CZ,0.07435
2014,?,Y34,CZ,0.08048
2015,?,Y34,CZ,0.08418
2016,?,Y34,CZ,0.08678
2017,?,Y34,CZ,0.0893
2018,?,Y34,CZ,0.08964
2019,?,Y34,CZ,0.09171
2020,?,Y34,CZ,0.0928
2021,?,Y34,CZ,0.10021
2022,?,Y34,CZ,0.08797
2023,?,Y34,CZ,0.07689
2024,?,Y34,CZ,0.07344
1960,?,Y35,CZ,0.02922
1961,?,Y35,CZ,0.02863
1962,?,Y35,CZ,0.02822
1963,?,Y35,CZ,0.02981
1964,?,Y35,CZ,0.0334
1965,?,Y35,CZ,0.03115
1966,?,Y35,CZ,0.02774
1967,?,Y35,CZ,0.02276
1968,?,Y35,CZ,0.02188
1969,?,Y35,CZ,0.02157
1970,?,Y35,CZ,0.02052
1971,?,Y35,CZ,0.02231
1972,?,Y35,CZ,0.02298
1973,?,Y35,CZ,0.0271
1974,?,Y35,CZ,0.02731
1975,?,Y35,CZ,0.02836
1976,?,Y35,CZ,0.02812
1977,?,Y35,CZ,0.02517
1978,?,Y35,CZ,0.02698
1979,?,Y35,CZ,0.02545
1980,?,Y35,CZ,0.02042
1981,?,Y35,CZ,0.01945
1982,?,Y35,CZ,0.01926
1983,?,Y35,CZ,0.01815
1984,?,Y35,CZ,0.01821
1985,?,Y35,CZ,0.01825
1986,?,Y35,CZ,0.01939
1987,?,Y35,CZ,0.01831
1988,?,Y35,CZ,0.01781
1989,?,Y35,CZ,0.01783
1990,?,Y35,CZ,0.01922
1991,?,Y35,CZ,0.01784
1992,?,Y35,CZ,0.01636
1993,?,Y35,CZ,0.01845
1994,?,Y35,CZ,0.01751
1995,?,Y35,CZ,0.01749
1996,?,Y35,CZ,0.01783
1997,?,Y35,CZ,0.01919
1998,?,Y35,CZ,0.01941
1999,?,Y35,CZ,0.01997
2000,?,Y35,CZ,0.02272
2001,?,Y35,CZ,0.02329
2002,?,Y35,CZ,0.02697
2003,?,Y35,CZ,0.02838
2004,?,Y35,CZ,0.03212
2005,?,Y35,CZ,0.03727
2006,?,Y35,CZ,0.04184
2007,?,Y35,CZ,0.0485
2008,?,Y35,CZ,0.05457
2009,?,Y35,CZ,0.05657
2010,?,Y35,CZ,0.06067
2011,?,Y35,CZ,0.05799
2012,?,Y35,CZ,0.06056
2013,?,Y35,CZ,0.06357
2014,?,Y35,CZ,0.0684
2015,?,Y35,CZ,0.07119
2016,?,Y35,CZ,0.07347
2017,?,Y35,CZ,0.07701
2018,?,Y35,CZ,0.07739
2019,?,Y35,CZ,0.07849
2020,?,Y35,CZ,0.08109
2021,?,Y35,CZ,0.08637
2022,?,Y35,CZ,0.07526
2023,?,Y35,CZ,0.06584
2024,?,Y35,CZ,0.06379
1960,?,Y35-39,CZ,0.01984
1961,?,Y35-39,CZ,0.01922
1962,?,Y35-39,CZ,0.01812
1963,?,Y35-39,CZ,0.02023
1964,?,Y35-39,CZ,0.02148
1965,?,Y35-39,CZ,0.0201
1966,?,Y35-39,CZ,0.01783
1967,?,Y35-39,CZ,0.01502
1968,?,Y35-39,CZ,0.01403
1969,?,Y35-39,CZ,0.01387
1970,?,Y35-39,CZ,0.01321
1971,?,Y35-39,CZ,0.01385
1972,?,Y35-39,CZ,0.01414
1973,?,Y35-39,CZ,0.01604
1974,?,Y35-39,CZ,0.01722
1975,?,Y35-39,CZ,0.01704
1976,?,Y35-39,CZ,0.01749
1977,?,Y35-39,CZ,0.01655
1978,?,Y35-39,CZ,0.0166
1979,?,Y35-39,CZ,0.01561
1980,?,Y35-39,CZ,0.01308
1981,?,Y35-39,CZ,0.01287
1982,?,Y35-39,CZ,0.01261
1983,?,Y35-39,CZ,0.01185
1984,?,Y35-39,CZ,0.01105
1985,?,Y35-39,CZ,0.01093
1986,?,Y35-39,CZ,0.0111
1987,?,Y35-39,CZ,0.01116
1988,?,Y35-39,CZ,0.01109
1989,?,Y35-39,CZ,0.01118
1990,?,Y35-39,CZ,0.01126
1991,?,Y35-39,CZ,0.01115
1992,?,Y35-39,CZ,0.01032
1993,?,Y35-39,CZ,0.01123
1994,?,Y35-39,CZ,0.01075
1995,?,Y35-39,CZ,0.01058
1996,?,Y35-39,CZ,0.01099
1997,?,Y35-39,CZ,0.01199
1998,?,Y35-39,CZ,0.01274
1999,?,Y35-39,CZ,0.01313
2000,?,Y35-39,CZ,0.01445
2001,?,Y35-39,CZ,0.01527
2002,?,Y35-39,CZ,0.01691
2003,?,Y35-39,CZ,0.01762
2004,?,Y35-39,CZ,0.02024
2005,?,Y35-39,CZ,0.02283
2006,?,Y35-39,CZ,0.02598
2007,?,Y35-39,CZ,0.0307
2008,?,Y35-39,CZ,0.03459
2009,?,Y35-39,CZ,0.03634
2010,?,Y35-39,CZ,0.03864
2011,?,Y35-39,CZ,0.0372
2012,?,Y35-39,CZ,0.03842
2013,?,Y35-39,CZ,0.03993
2014,?,Y35-39,CZ,0.04316
2015,?,Y35-39,CZ,0.04532
2016,?,Y35-39,CZ,0.04757
2017,?,Y35-39,CZ,0.04982
2018,?,Y35-39,CZ,0.05154
2019,?,Y35-39,CZ,0.05251
2020,?,Y35-39,CZ,0.05461
2021,?,Y35-39,CZ,0.05866
2022,?,Y35-39,CZ,0.05207
2023,?,Y35-39,CZ,0.04595
2024,?,Y35-39,CZ,0.04368
1960,?,Y36,CZ,0.02414
1961,?,Y36,CZ,0.02323
1962,?,Y36,CZ,0.02213
1963,?,Y36,CZ,0.02561
1964,?,Y36,CZ,0.02639
1965,?,Y36,CZ,0.02443
1966,?,Y36,CZ,0.02129
1967,?,Y36,CZ,0.01792
1968,?,Y36,CZ,0.01652
1969,?,Y36,CZ,0.01695
1970,?,Y36,CZ,0.01649
1971,?,Y36,CZ,0.01795
1972,?,Y36,CZ,0.01747
1973,?,Y36,CZ,0.01929
1974,?,Y36,CZ,0.02262
1975,?,Y36,CZ,0.02073
1976,?,Y36,CZ,0.0202
1977,?,Y36,CZ,0.0209
1978,?,Y36,CZ,0.01967
1979,?,Y36,CZ,0.01879
1980,?,Y36,CZ,0.01642
1981,?,Y36,CZ,0.016
1982,?,Y36,CZ,0.0159
1983,?,Y36,CZ,0.01521
1984,?,Y36,CZ,0.01397
1985,?,Y36,CZ,0.01326
1986,?,Y36,CZ,0.01381
1987,?,Y36,CZ,0.01491
1988,?,Y36,CZ,0.0142
1989,?,Y36,CZ,0.01457
1990,?,Y36,CZ,0.01401
1991,?,Y36,CZ,0.01409
1992,?,Y36,CZ,0.01235
1993,?,Y36,CZ,0.01439
1994,?,Y36,CZ,0.01386
1995,?,Y36,CZ,0.0138
1996,?,Y36,CZ,0.01356
1997,?,Y36,CZ,0.01546
1998,?,Y36,CZ,0.01682
1999,?,Y36,CZ,0.01588
2000,?,Y36,CZ,0.01751
2001,?,Y36,CZ,0.0193
2002,?,Y36,CZ,0.0211
2003,?,Y36,CZ,0.02217
2004,?,Y36,CZ,0.02618
2005,?,Y36,CZ,0.02885
2006,?,Y36,CZ,0.03224
2007,?,Y36,CZ,0.03737
2008,?,Y36,CZ,0.04161
2009,?,Y36,CZ,0.04391
2010,?,Y36,CZ,0.04665
2011,?,Y36,CZ,0.04601
2012,?,Y36,CZ,0.04768
2013,?,Y36,CZ,0.04871
2014,?,Y36,CZ,0.05533
2015,?,Y36,CZ,0.05708
2016,?,Y36,CZ,0.05856
2017,?,Y36,CZ,0.06083
2018,?,Y36,CZ,0.06566
2019,?,Y36,CZ,0.06532
2020,?,Y36,CZ,0.06699
2021,?,Y36,CZ,0.07081
2022,?,Y36,CZ,0.06247
2023,?,Y36,CZ,0.05517
2024,?,Y36,CZ,0.05344
1960,?,Y37,CZ,0.01931
1961,?,Y37,CZ,0.0185
1962,?,Y37,CZ,0.01678
1963,?,Y37,CZ,0.02106
1964,?,Y37,CZ,0.02146
1965,?,Y37,CZ,0.01854
1966,?,Y37,CZ,0.01676
1967,?,Y37,CZ,0.01521
1968,?,Y37,CZ,0.01457
1969,?,Y37,CZ,0.01305
1970,?,Y37,CZ,0.012
1971,?,Y37,CZ,0.01342
1972,?,Y37,CZ,0.01347
1973,?,Y37,CZ,0.01519
1974,?,Y37,CZ,0.01641
1975,?,Y37,CZ,0.01599
1976,?,Y37,CZ,0.01662
1977,?,Y37,CZ,0.01545
1978,?,Y37,CZ,0.01478
1979,?,Y37,CZ,0.01413
1980,?,Y37,CZ,0.01184
1981,?,Y37,CZ,0.01181
1982,?,Y37,CZ,0.01163
1983,?,Y37,CZ,0.01065
1984,?,Y37,CZ,0.01035
1985,?,Y37,CZ,0.00992
1986,?,Y37,CZ,0.01024
1987,?,Y37,CZ,0.01061
1988,?,Y37,CZ,0.01112
1989,?,Y37,CZ,0.01064
1990,?,Y37,CZ,0.01042
1991,?,Y37,CZ,0.01079
1992,?,Y37,CZ,0.01041
1993,?,Y37,CZ,0.01089
1994,?,Y37,CZ,0.01012
1995,?,Y37,CZ,0.01076
1996,?,Y37,CZ,0.01132
1997,?,Y37,CZ,0.01142
1998,?,Y37,CZ,0.01137
1999,?,Y37,CZ,0.01225
2000,?,Y37,CZ,0.01315
2001,?,Y37,CZ,0.01464
2002,?,Y37,CZ,0.01601
2003,?,Y37,CZ,0.01585
2004,?,Y37,CZ,0.0189
2005,?,Y37,CZ,0.02141
2006,?,Y37,CZ,0.02274
2007,?,Y37,CZ,0.02881
2008,?,Y37,CZ,0.03241
2009,?,Y37,CZ,0.03236
2010,?,Y37,CZ,0.0357
2011,?,Y37,CZ,0.03437
2012,?,Y37,CZ,0.03592
2013,?,Y37,CZ,0.03829
2014,?,Y37,CZ,0.04088
2015,?,Y37,CZ,0.04475
2016,?,Y37,CZ,0.04755
2017,?,Y37,CZ,0.04885
2018,?,Y37,CZ,0.05071
2019,?,Y37,CZ,0.05077
2020,?,Y37,CZ,0.05303
2021,?,Y37,CZ,0.05746
2022,?,Y37,CZ,0.05054
2023,?,Y37,CZ,0.04556
2024,?,Y37,CZ,0.04228
1960,?,Y38,CZ,0.01587
1961,?,Y38,CZ,0.01454
1962,?,Y38,CZ,0.01357
1963,?,Y38,CZ,0.01486
1964,?,Y38,CZ,0.01533
1965,?,Y38,CZ,0.01534
1966,?,Y38,CZ,0.01392
1967,?,Y38,CZ,0.01138
1968,?,Y38,CZ,0.01071
1969,?,Y38,CZ,0.01064
1970,?,Y38,CZ,0.01031
1971,?,Y38,CZ,0.00997
1972,?,Y38,CZ,0.01051
1973,?,Y38,CZ,0.01109
1974,?,Y38,CZ,0.01154
1975,?,Y38,CZ,0.01062
1976,?,Y38,CZ,0.01223
1977,?,Y38,CZ,0.01135
1978,?,Y38,CZ,0.01128
1979,?,Y38,CZ,0.01017
1980,?,Y38,CZ,0.00897
1981,?,Y38,CZ,0.00914
1982,?,Y38,CZ,0.00828
1983,?,Y38,CZ,0.00836
1984,?,Y38,CZ,0.00689
1985,?,Y38,CZ,0.00794
1986,?,Y38,CZ,0.0071
1987,?,Y38,CZ,0.0073
1988,?,Y38,CZ,0.00726
1989,?,Y38,CZ,0.0079
1990,?,Y38,CZ,0.00759
1991,?,Y38,CZ,0.00747
1992,?,Y38,CZ,0.00765
1993,?,Y38,CZ,0.00768
1994,?,Y38,CZ,0.00791
1995,?,Y38,CZ,0.00721
1996,?,Y38,CZ,0.00755
1997,?,Y38,CZ,0.00827
1998,?,Y38,CZ,0.00914
1999,?,Y38,CZ,0.00954
2000,?,Y38,CZ,0.01025
2001,?,Y38,CZ,0.00992
2002,?,Y38,CZ,0.01169
2003,?,Y38,CZ,0.01316
2004,?,Y38,CZ,0.01432
2005,?,Y38,CZ,0.01552
2006,?,Y38,CZ,0.01834
2007,?,Y38,CZ,0.02079
2008,?,Y38,CZ,0.02201
2009,?,Y38,CZ,0.02511
2010,?,Y38,CZ,0.02488
2011,?,Y38,CZ,0.02496
2012,?,Y38,CZ,0.02706
2013,?,Y38,CZ,0.02865
2014,?,Y38,CZ,0.0308
2015,?,Y38,CZ,0.03319
2016,?,Y38,CZ,0.03589
2017,?,Y38,CZ,0.03867
2018,?,Y38,CZ,0.0385
2019,?,Y38,CZ,0.03924
2020,?,Y38,CZ,0.04103
2021,?,Y38,CZ,0.04436
2022,?,Y38,CZ,0.04084
2023,?,Y38,CZ,0.03611
2024,?,Y38,CZ,0.03362
1960,?,Y39,CZ,0.01068
1961,?,Y39,CZ,0.01202
1962,?,Y39,CZ,0.01099
1963,?,Y39,CZ,0.011
1964,?,Y39,CZ,0.01183
1965,?,Y39,CZ,0.01156
1966,?,Y39,CZ,0.00966
1967,?,Y39,CZ,0.00815
1968,?,Y39,CZ,0.00717
1969,?,Y39,CZ,0.00827
1970,?,Y39,CZ,0.00798
1971,?,Y39,CZ,0.00704
1972,?,Y39,CZ,0.0074
1973,?,Y39,CZ,0.00818
1974,?,Y39,CZ,0.00811
1975,?,Y39,CZ,0.00801
1976,?,Y39,CZ,0.00796
1977,?,Y39,CZ,0.00763
1978,?,Y39,CZ,0.00774
1979,?,Y39,CZ,0.00688
1980,?,Y39,CZ,0.00612
1981,?,Y39,CZ,0.00643
1982,?,Y39,CZ,0.00605
1983,?,Y39,CZ,0.00521
1984,?,Y39,CZ,0.00479
1985,?,Y39,CZ,0.00528
1986,?,Y39,CZ,0.00539
1987,?,Y39,CZ,0.00485
1988,?,Y39,CZ,0.00508
1989,?,Y39,CZ,0.00523
1990,?,Y39,CZ,0.00562
1991,?,Y39,CZ,0.00611
1992,?,Y39,CZ,0.00539
1993,?,Y39,CZ,0.0057
1994,?,Y39,CZ,0.0058
1995,?,Y39,CZ,0.00548
1996,?,Y39,CZ,0.00614
1997,?,Y39,CZ,0.00635
1998,?,Y39,CZ,0.00655
1999,?,Y39,CZ,0.00665
2000,?,Y39,CZ,0.00705
2001,?,Y39,CZ,0.00845
2002,?,Y39,CZ,0.00926
2003,?,Y39,CZ,0.00972
2004,?,Y39,CZ,0.01053
2005,?,Y39,CZ,0.01059
2006,?,Y39,CZ,0.01282
2007,?,Y39,CZ,0.01472
2008,?,Y39,CZ,0.01749
2009,?,Y39,CZ,0.01752
2010,?,Y39,CZ,0.01857
2011,?,Y39,CZ,0.01825
2012,?,Y39,CZ,0.0194
2013,?,Y39,CZ,0.02147
2014,?,Y39,CZ,0.02277
2015,?,Y39,CZ,0.02405
2016,?,Y39,CZ,0.0277
2017,?,Y39,CZ,0.02982
2018,?,Y39,CZ,0.03097
2019,?,Y39,CZ,0.03205
2020,?,Y39,CZ,0.03255
2021,?,Y39,CZ,0.03559
2022,?,Y39,CZ,0.03237
2023,?,Y39,CZ,0.02791
2024,?,Y39,CZ,0.02609
1960,?,Y40,CZ,0.00932
1961,?,Y40,CZ,0.00897
1962,?,Y40,CZ,0.00772
1963,?,Y40,CZ,0.00773
1964,?,Y40,CZ,0.00895
1965,?,Y40,CZ,0.00859
1966,?,Y40,CZ,0.00702
1967,?,Y40,CZ,0.00643
1968,?,Y40,CZ,0.00588
1969,?,Y40,CZ,0.00563
1970,?,Y40,CZ,0.00589
1971,?,Y40,CZ,0.00585
1972,?,Y40,CZ,0.00544
1973,?,Y40,CZ,0.0057
1974,?,Y40,CZ,0.00584
1975,?,Y40,CZ,0.00601
1976,?,Y40,CZ,0.00491
1977,?,Y40,CZ,0.00529
1978,?,Y40,CZ,0.00509
1979,?,Y40,CZ,0.00498
1980,?,Y40,CZ,0.00442
1981,?,Y40,CZ,0.00433
1982,?,Y40,CZ,0.00388
1983,?,Y40,CZ,0.00384
1984,?,Y40,CZ,0.00373
1985,?,Y40,CZ,0.00345
1986,?,Y40,CZ,0.00321
1987,?,Y40,CZ,0.00348
1988,?,Y40,CZ,0.00377
1989,?,Y40,CZ,0.00318
1990,?,Y40,CZ,0.00363
1991,?,Y40,CZ,0.00394
1992,?,Y40,CZ,0.00395
1993,?,Y40,CZ,0.00394
1994,?,Y40,CZ,0.00369
1995,?,Y40,CZ,0.00347
1996,?,Y40,CZ,0.0036
1997,?,Y40,CZ,0.00398
1998,?,Y40,CZ,0.00433
1999,?,Y40,CZ,0.00453
2000,?,Y40,CZ,0.0049
2001,?,Y40,CZ,0.0057
2002,?,Y40,CZ,0.00621
2003,?,Y40,CZ,0.00707
2004,?,Y40,CZ,0.00715
2005,?,Y40,CZ,0.00754
2006,?,Y40,CZ,0.00894
2007,?,Y40,CZ,0.0106
2008,?,Y40,CZ,0.01197
2009,?,Y40,CZ,0.01227
2010,?,Y40,CZ,0.01294
2011,?,Y40,CZ,0.01324
2012,?,Y40,CZ,0.01319
2013,?,Y40,CZ,0.01456
2014,?,Y40,CZ,0.01541
2015,?,Y40,CZ,0.01772
2016,?,Y40,CZ,0.01814
2017,?,Y40,CZ,0.01879
2018,?,Y40,CZ,0.02106
2019,?,Y40,CZ,0.02131
2020,?,Y40,CZ,0.02093
2021,?,Y40,CZ,0.02244
2022,?,Y40,CZ,0.02275
2023,?,Y40,CZ,0.02047
2024,?,Y40,CZ,0.02118
1960,?,Y40-44,CZ,0.0051
1961,?,Y40-44,CZ,0.00544
1962,?,Y40-44,CZ,0.00464
1963,?,Y40-44,CZ,0.00447
1964,?,Y40-44,CZ,0.00488
1965,?,Y40-44,CZ,0.00448
1966,?,Y40-44,CZ,0.00356
1967,?,Y40-44,CZ,0.00316
1968,?,Y40-44,CZ,0.0029
1969,?,Y40-44,CZ,0.00288
1970,?,Y40-44,CZ,0.00283
1971,?,Y40-44,CZ,0.00279
1972,?,Y40-44,CZ,0.0026
1973,?,Y40-44,CZ,0.00286
1974,?,Y40-44,CZ,0.00265
1975,?,Y40-44,CZ,0.00267
1976,?,Y40-44,CZ,0.00246
1977,?,Y40-44,CZ,0.00249
1978,?,Y40-44,CZ,0.00244
1979,?,Y40-44,CZ,0.00236
1980,?,Y40-44,CZ,0.0022
1981,?,Y40-44,CZ,0.00237
1982,?,Y40-44,CZ,0.00202
1983,?,Y40-44,CZ,0.0019
1984,?,Y40-44,CZ,0.00182
1985,?,Y40-44,CZ,0.00165
1986,?,Y40-44,CZ,0.00166
1987,?,Y40-44,CZ,0.00176
1988,?,Y40-44,CZ,0.0017
1989,?,Y40-44,CZ,0.00157
1990,?,Y40-44,CZ,0.00165
1991,?,Y40-44,CZ,0.00178
1992,?,Y40-44,CZ,0.0018
1993,?,Y40-44,CZ,0.00179
1994,?,Y40-44,CZ,0.00176
1995,?,Y40-44,CZ,0.00167
1996,?,Y40-44,CZ,0.00167
1997,?,Y40-44,CZ,0.00172
1998,?,Y40-44,CZ,0.00185
1999,?,Y40-44,CZ,0.00191
2000,?,Y40-44,CZ,0.00209
2001,?,Y40-44,CZ,0.00249
2002,?,Y40-44,CZ,0.00279
2003,?,Y40-44,CZ,0.00314
2004,?,Y40-44,CZ,0.00344
2005,?,Y40-44,CZ,0.00368
2006,?,Y40-44,CZ,0.00413
2007,?,Y40-44,CZ,0.00465
2008,?,Y40-44,CZ,0.00529
2009,?,Y40-44,CZ,0.00559
2010,?,Y40-44,CZ,0.0059
2011,?,Y40-44,CZ,0.00614
2012,?,Y40-44,CZ,0.00655
2013,?,Y40-44,CZ,0.00712
2014,?,Y40-44,CZ,0.00742
2015,?,Y40-44,CZ,0.00845
2016,?,Y40-44,CZ,0.00866
2017,?,Y40-44,CZ,0.00909
2018,?,Y40-44,CZ,0.00976
2019,?,Y40-44,CZ,0.00986
2020,?,Y40-44,CZ,0.01032
2021,?,Y40-44,CZ,0.0109
2022,?,Y40-44,CZ,0.01085
2023,?,Y40-44,CZ,0.00972
2024,?,Y40-44,CZ,0.00977
1960,?,Y41,CZ,0.00591
1961,?,Y41,CZ,0.00629
1962,?,Y41,CZ,0.00512
1963,?,Y41,CZ,0.00522
1964,?,Y41,CZ,0.00632
1965,?,Y41,CZ,0.00627
1966,?,Y41,CZ,0.00506
1967,?,Y41,CZ,0.00404
1968,?,Y41,CZ,0.00408
1969,?,Y41,CZ,0.00399
1970,?,Y41,CZ,0.00387
1971,?,Y41,CZ,0.00376
1972,?,Y41,CZ,0.00346
1973,?,Y41,CZ,0.00407
1974,?,Y41,CZ,0.00362
1975,?,Y41,CZ,0.00343
1976,?,Y41,CZ,0.0034
1977,?,Y41,CZ,0.00341
1978,?,Y41,CZ,0.00352
1979,?,Y41,CZ,0.00278
1980,?,Y41,CZ,0.00298
1981,?,Y41,CZ,0.0035
1982,?,Y41,CZ,0.00262
1983,?,Y41,CZ,0.002
1984,?,Y41,CZ,0.00237
1985,?,Y41,CZ,0.00196
1986,?,Y41,CZ,0.00219
1987,?,Y41,CZ,0.00226
1988,?,Y41,CZ,0.00199
1989,?,Y41,CZ,0.00227
1990,?,Y41,CZ,0.0023
1991,?,Y41,CZ,0.00263
1992,?,Y41,CZ,0.0025
1993,?,Y41,CZ,0.00226
1994,?,Y41,CZ,0.00246
1995,?,Y41,CZ,0.00226
1996,?,Y41,CZ,0.00254
1997,?,Y41,CZ,0.00227
1998,?,Y41,CZ,0.00225
1999,?,Y41,CZ,0.00272
2000,?,Y41,CZ,0.00295
2001,?,Y41,CZ,0.00369
2002,?,Y41,CZ,0.0039
2003,?,Y41,CZ,0.0041
2004,?,Y41,CZ,0.00434
2005,?,Y41,CZ,0.00473
2006,?,Y41,CZ,0.00518
2007,?,Y41,CZ,0.00586
2008,?,Y41,CZ,0.00698
2009,?,Y41,CZ,0.00748
2010,?,Y41,CZ,0.00777
2011,?,Y41,CZ,0.00754
2012,?,Y41,CZ,0.00885
2013,?,Y41,CZ,0.00899
2014,?,Y41,CZ,0.00917
2015,?,Y41,CZ,0.01067
2016,?,Y41,CZ,0.01091
2017,?,Y41,CZ,0.01233
2018,?,Y41,CZ,0.0129
2019,?,Y41,CZ,0.01341
2020,?,Y41,CZ,0.01417
2021,?,Y41,CZ,0.01555
2022,?,Y41,CZ,0.01532
2023,?,Y41,CZ,0.01327
2024,?,Y41,CZ,0.01246
1960,?,Y42,CZ,0.00369
1961,?,Y42,CZ,0.00379
1962,?,Y42,CZ,0.00407
1963,?,Y42,CZ,0.00388
1964,?,Y42,CZ,0.00415
1965,?,Y42,CZ,0.004
1966,?,Y42,CZ,0.00318
1967,?,Y42,CZ,0.00306
1968,?,Y42,CZ,0.0024
